oid_evbc_b64,total_assessed_value,total_assessed_building,total_assessed_land,previous_total,previous_land,previous_building,year_built,address,geometry,bedrooms,bathrooms,carport,garage,storeys,sales_history,zoning,pid
QTAwMDBNMVJBNw==,226600,157000,69600,222100,71100,151000,1995,2207 PEAR ST,"[[-1431460920, 726620810], [-1431460986, 726617661], [-1431467379, 726617793], [-1431467313, 726620943], [-1431460920, 726620810]]",3,2,1,0,,[],R2,010-012-826
QTAwMDBNMVJBOA==,199600,127000,72600,202100,74100,128000,1971,2403 PEAR ST,"[[-1431463571, 726658753], [-1431463462, 726664008], [-1431462631, 726663991], [-1431460006, 726663935], [-1431460123, 726658679], [-1431463571, 726658753]]",3,1,0,0,,[],R1,004-752-112
QTAwMDBNMVJBOQ==,167800,114000,53800,171000,55000,116000,1972,4624 GRAHAM AVE,"[[-1431469620, 726658883], [-1431469511, 726664136], [-1431467867, 726664102], [-1431466919, 726664081], [-1431467027, 726658827], [-1431469620, 726658883]]",3,1,0,0,,[],R1,009-883-959
QTAwMDBNMVJBQQ==,179800,126000,53800,181000,55000,126000,1972,4626 GRAHAM AVE,"[[-1431472213, 726658938], [-1431472104, 726664191], [-1431470436, 726664156], [-1431469511, 726664136], [-1431469620, 726658883], [-1431472213, 726658938]]",3,1,0,0,,"[{""date"": ""2014-07-25"", ""price"": 200000}]",R1,009-883-975
QTAwMDBNMVJBQg==,179800,126000,53800,182000,55000,127000,1972,4628 GRAHAM AVE,"[[-1431474805, 726658994], [-1431474696, 726664246], [-1431473005, 726664210], [-1431472104, 726664191], [-1431472213, 726658938], [-1431474805, 726658994]]",3,1,0,0,,[],R1,009-883-991
QTAwMDBNMVJBQw==,199800,146000,53800,203000,55000,148000,1972,4630 GRAHAM AVE,"[[-1431477398, 726659049], [-1431477289, 726664301], [-1431475574, 726664265], [-1431474696, 726664246], [-1431474805, 726658994], [-1431477398, 726659049]]",3,1,0,0,,[],R1,009-884-009
QTAwMDBNMVJBRg==,167800,114000,53800,171000,55000,116000,1972,4641 GOULET AVE,"[[-1431488522, 726664536], [-1431488410, 726669783], [-1431485787, 726669726], [-1431485898, 726664484], [-1431487668, 726664518], [-1431488522, 726664536]]",3,1,0,0,,[],R1,004-819-063
QTAwMDBNMVJBRw==,196800,143000,53800,199000,55000,144000,1972,4639 GOULET AVE,"[[-1431485898, 726664484], [-1431485787, 726669726], [-1431483168, 726669670], [-1431483279, 726664428], [-1431484202, 726664448], [-1431485898, 726664484]]",3,1,0,0,,[],R1,009-899-588
QTAwMDBNMVJBSA==,188900,136000,52900,191000,54000,137000,1972,4637 GOULET AVE,"[[-1431483279, 726664428], [-1431483168, 726669670], [-1431480614, 726669615], [-1431480711, 726664374], [-1431483279, 726664428]]",3,1,0,1,,[],R1,009-877-266
QTAwMDBNMVJBSg==,169800,116000,53800,172000,55000,117000,1972,4635 GOULET AVE,"[[-1431480711, 726664374], [-1431480614, 726669615], [-1431478031, 726669567], [-1431478142, 726664319], [-1431480711, 726664374]]",3,1,0,0,,[],R1,007-824-556
QTAwMDBNMVJBSw==,212900,160000,52900,215000,54000,161000,1972,4633 GOULET AVE,"[[-1431478142, 726664319], [-1431478031, 726669567], [-1431475463, 726669512], [-1431475574, 726664265], [-1431477289, 726664301], [-1431478142, 726664319]]",3,1,0,0,,[],R1,009-884-041
QTAwMDBNMVJBTA==,169900,117000,52900,172000,54000,118000,1972,4631 GOULET AVE,"[[-1431475574, 726664265], [-1431475463, 726669512], [-1431472895, 726669458], [-1431473005, 726664210], [-1431474696, 726664246], [-1431475574, 726664265]]",3,1,0,0,,[],R1,009-127-071
QTAwMDBNMVJBTQ==,169900,117000,52900,173000,54000,119000,1972,4629 GOULET AVE,"[[-1431473005, 726664210], [-1431472895, 726669458], [-1431470326, 726669404], [-1431470436, 726664156], [-1431472104, 726664191], [-1431473005, 726664210]]",3,1,0,0,,[],R1,007-787-081
QTAwMDBNMVJBTg==,159900,107000,52900,163000,54000,109000,1972,4627 GOULET AVE,"[[-1431470436, 726664156], [-1431470326, 726669404], [-1431467758, 726669350], [-1431467867, 726664102], [-1431469511, 726664136], [-1431470436, 726664156]]",3,1,0,0,,[],R1,009-880-968
QTAwMDBNMVJBUA==,184800,131000,53800,188000,55000,133000,1972,4625 GOULET AVE,"[[-1431467867, 726664102], [-1431467758, 726669350], [-1431465139, 726669294], [-1431465249, 726664046], [-1431466919, 726664081], [-1431467867, 726664102]]",3,1,0,0,,[],R1,009-881-000
QTAwMDBNMVJBUQ==,166800,113000,53800,169000,55000,114000,1972,4623 GOULET AVE,"[[-1431465249, 726664046], [-1431465139, 726669294], [-1431462521, 726669239], [-1431462631, 726663991], [-1431463462, 726664008], [-1431465249, 726664046]]",3,1,0,0,,[],R1,009-884-050
QTAwMDBNMVJBUg==,184800,131000,53800,187000,55000,132000,1973,2407 PEAR ST,"[[-1431462631, 726663991], [-1431462521, 726669239], [-1431459898, 726669184], [-1431460006, 726663935], [-1431462631, 726663991]]",3,1,0,0,,[],R1,009-884-076
QTAwMDBNMVJBUw==,212800,159000,53800,209000,55000,154000,1972,2411 PEAR ST,"[[-1431462466, 726671863], [-1431462354, 726677112], [-1431459736, 726677057], [-1431459844, 726671808], [-1431462466, 726671863]]",5,2,0,0,,[],R1,009-928-928
QTAwMDBNMVJBVA==,183800,130000,53800,186000,55000,131000,1972,4622 GOULET AVE,"[[-1431465084, 726671919], [-1431464972, 726677167], [-1431462354, 726677112], [-1431462466, 726671863], [-1431465084, 726671919]]",3,1,0,0,,[],R1,009-928-944
QTAwMDBNMVJBVQ==,160800,107000,53800,164000,55000,109000,1972,4624 GOULET AVE,"[[-1431467702, 726671974], [-1431467590, 726677222], [-1431464972, 726677167], [-1431465084, 726671919], [-1431467702, 726671974]]",3,1,0,0,,[],R1,009-877-347
QTAwMDBNMVJBVg==,170900,118000,52900,174000,54000,120000,1971,4626 GOULET AVE,"[[-1431470271, 726672028], [-1431470159, 726677276], [-1431467590, 726677222], [-1431467702, 726671974], [-1431470271, 726672028]]",3,1,0,0,,[],R1,004-743-059
QTAwMDBNMVJBVw==,174900,122000,52900,178000,54000,124000,1972,4628 GOULET AVE,"[[-1431472839, 726672083], [-1431472728, 726677330], [-1431470159, 726677276], [-1431470271, 726672028], [-1431472839, 726672083]]",3,1,0,0,,[],R1,009-928-961
QTAwMDBNMVJBWA==,171900,119000,52900,174000,54000,120000,1972,4630 GOULET AVE,"[[-1431475408, 726672137], [-1431475296, 726677384], [-1431472728, 726677330], [-1431472839, 726672083], [-1431475408, 726672137]]",3,1,0,0,,[],R1,009-881-051
QTAwMDBNMVJBWQ==,166900,114000,52900,170000,54000,116000,1972,4632 GOULET AVE,"[[-1431477976, 726672191], [-1431477865, 726677438], [-1431475296, 726677384], [-1431475408, 726672137], [-1431477976, 726672191]]",3,1,0,0,,[],R1,009-881-077
QTAwMDBNMVJBWg==,180900,128000,52900,184000,54000,130000,1972,4634 GOULET AVE,"[[-1431480549, 726672239], [-1431480433, 726677492], [-1431477865, 726677438], [-1431477976, 726672191], [-1431480549, 726672239]]",3,1,0,1,,[],R1,009-928-987
QTAwMDBNMVJCMA==,195900,143000,52900,198000,54000,144000,1972,4636 GOULET AVE,"[[-1431483113, 726672294], [-1431483002, 726677546], [-1431480433, 726677492], [-1431480549, 726672239], [-1431483113, 726672294]]",3,1,0,1,,[],R1,009-929-011
QTAwMDBNMVJCMQ==,199800,146000,53800,202000,55000,147000,1972,4638 GOULET AVE,"[[-1431485731, 726672351], [-1431485620, 726677601], [-1431483002, 726677546], [-1431483113, 726672294], [-1431485731, 726672351]]",3,1,0,0,,[],R1,009-884-092
QTAwMDBNMVJCMg==,177800,124000,53800,180000,55000,125000,1972,4640 GOULET AVE,"[[-1431488356, 726672407], [-1431488247, 726677674], [-1431485620, 726677601], [-1431485731, 726672351], [-1431488356, 726672407]]",3,1,0,0,,[],R1,009-929-045
QTAwMDBNMVJCMw==,175800,122000,53800,177000,55000,122000,1972,4642 GOULET AVE,"[[-1431490973, 726672463], [-1431490866, 726677711], [-1431488247, 726677674], [-1431488356, 726672407], [-1431490973, 726672463]]",3,1,0,0,,[],R1,009-899-618
QTAwMDBNMVJCNA==,275100,183000,92100,271000,94000,177000,1979,2504 KERR ST,"[[-1431369466, 726690109], [-1431369362, 726694257], [-1431369349, 726694782], [-1431361369, 726694583], [-1431361508, 726694062], [-1431361677, 726693428], [-1431361966, 726692269], [-1431362236, 726691104], [-1431362488, 726689936], [-1431369466, 726690109]]",3,1,0,1,,[],R2,009-899-871
QTAwMDBNMVJCNQ==,325000,236000,89000,318900,90900,228000,1971,2502 KERR ST,"[[-1431369583, 726685436], [-1431369466, 726690109], [-1431362488, 726689936], [-1431362718, 726688777], [-1431362929, 726687614], [-1431363122, 726686449], [-1431363296, 726685280], [-1431369583, 726685436]]",5,2,0,0,,[],R2,009-884-424
QTAwMDBNMVJCOA==,250000,149000,101000,242000,103000,139000,1957,2411 KALUM ST,"[[-1431438954, 726678814], [-1431438869, 726682930], [-1431425414, 726682644], [-1431425499, 726678529], [-1431438954, 726678814]]",4,2,1,0,,"[{""date"": ""2017-01-09"", ""price"": 195000}]",R2,009-714-928
QTAwMDBNMVJCOQ==,334000,233000,101000,329000,103000,226000,1970,2409 KALUM ST,"[[-1431439037, 726674691], [-1431438954, 726678814], [-1431425499, 726678529], [-1431425584, 726674414], [-1431439037, 726674691]]",6,2,1,1,,[],R2,009-681-922
QTAwMDBNMVJCRA==,196800,143000,53800,198000,55000,143000,1972,4641 WEBER AVE,"[[-1431488247, 726677674], [-1431488140, 726682904], [-1431485928, 726682856], [-1431485509, 726682848], [-1431485516, 726682533], [-1431485620, 726677601], [-1431488247, 726677674]]",3,1,0,1,,[],R1,009-572-554
QTAwMDBNMVJCRQ==,191800,138000,53800,194000,55000,139000,1972,4639 WEBER AVE,"[[-1431485620, 726677601], [-1431485516, 726682533], [-1431485509, 726682848], [-1431482891, 726682792], [-1431483002, 726677546], [-1431485620, 726677601]]",3,1,0,0,,"[{""date"": ""2014-07-23"", ""price"": 235000}]",R1,009-573-259
QTAwMDBNMVJCRg==,202900,150000,52900,206000,54000,152000,1972,4637 WEBER AVE,"[[-1431483002, 726677546], [-1431482891, 726682792], [-1431480323, 726682737], [-1431480433, 726677492], [-1431483002, 726677546]]",3,1,0,0,,[],R1,009-571-990
QTAwMDBNMVJCRw==,201900,149000,52900,205000,54000,151000,1972,4635 WEBER AVE,"[[-1431480433, 726677492], [-1431480323, 726682737], [-1431477755, 726682682], [-1431477865, 726677438], [-1431480433, 726677492]]",3,1,0,0,,"[{""date"": ""2014-04-30"", ""price"": 180000}]",R1,009-572-015
QTAwMDBNMVJCSA==,193900,141000,52900,191000,54000,137000,1972,4633 WEBER AVE,"[[-1431477865, 726677438], [-1431477755, 726682682], [-1431475605, 726682641], [-1431475186, 726682632], [-1431475193, 726682317], [-1431475296, 726677384], [-1431477865, 726677438]]",3,1,0,1,,"[{""date"": ""2015-04-01"", ""price"": 240000}]",R1,009-572-031
QTAwMDBNMVJCSg==,183900,131000,52900,187000,54000,133000,1972,4631 WEBER AVE,"[[-1431475296, 726677384], [-1431475193, 726682317], [-1431475186, 726682632], [-1431472618, 726682578], [-1431472728, 726677330], [-1431475296, 726677384]]",3,1,0,1,,[],R1,009-572-058
QTAwMDBNMVJCSw==,188900,136000,52900,191000,54000,137000,1972,4629 WEBER AVE,"[[-1431472728, 726677330], [-1431472618, 726682578], [-1431470049, 726682524], [-1431470159, 726677276], [-1431472728, 726677330]]",3,1,0,1,,"[{""date"": ""2016-09-30"", ""price"": 205000}]",R1,009-572-082
QTAwMDBNMVJCTA==,216900,164000,52900,219000,54000,165000,1972,4627 WEBER AVE,"[[-1431470159, 726677276], [-1431470049, 726682524], [-1431467481, 726682470], [-1431467590, 726677222], [-1431470159, 726677276]]",3,1,0,0,,[],R1,009-573-267
QTAwMDBNMVJCTQ==,185800,132000,53800,188000,55000,133000,1972,4625 WEBER AVE,"[[-1431467590, 726677222], [-1431467481, 726682470], [-1431465282, 726682424], [-1431464863, 726682416], [-1431464869, 726682101], [-1431464972, 726677167], [-1431467590, 726677222]]",3,1,0,0,,"[{""date"": ""2015-05-28"", ""price"": 225000}]",R1,009-572-571
QTAwMDBNMVJCTg==,224800,171000,53800,228000,55000,173000,1972,4623 WEBER AVE,"[[-1431464972, 726677167], [-1431464869, 726682101], [-1431464863, 726682416], [-1431462245, 726682361], [-1431462354, 726677112], [-1431464972, 726677167]]",3,2,0,1,,[],R1,009-572-597
QTAwMDBNMVJCUA==,173800,120000,53800,177000,55000,122000,1972,4621 WEBER AVE,"[[-1431462354, 726677112], [-1431462245, 726682361], [-1431459628, 726682306], [-1431459736, 726677057], [-1431462354, 726677112]]",3,1,0,0,,[],R1,009-572-619
QTAwMDBNMVJCUQ==,195800,142000,53800,198900,54900,144000,1972,4620 WEBER AVE,"[[-1431462188, 726684985], [-1431462078, 726690234], [-1431459466, 726690179], [-1431459574, 726684930], [-1431462188, 726684985]]",3,1,0,0,,[],R1,009-572-945
QTAwMDBNMVJCUg==,182800,129000,53800,186000,55000,131000,1972,4622 WEBER AVE,"[[-1431464806, 726685040], [-1431464696, 726690288], [-1431462078, 726690234], [-1431462188, 726684985], [-1431464806, 726685040]]",3,1,1,0,,[],R1,008-954-399
QTAwMDBNMVJCUw==,205800,152000,53800,209000,55000,154000,1972,4624 WEBER AVE,"[[-1431467424, 726685095], [-1431467314, 726690343], [-1431464696, 726690288], [-1431464806, 726685040], [-1431467424, 726685095]]",3,2,1,0,,"[{""date"": ""2014-07-09"", ""price"": 210000}]",R1,007-524-200
QTAwMDBNMVJCVA==,204000,151000,53000,205100,54100,151000,1972,4626 WEBER AVE,"[[-1431469993, 726685149], [-1431469883, 726690397], [-1431467314, 726690343], [-1431467424, 726685095], [-1431469993, 726685149]]",3,1,1,0,,"[{""date"": ""2015-06-29"", ""price"": 226000}]",R1,009-572-643
QTAwMDBNMVJCVQ==,186000,133000,53000,189100,54100,135000,1972,4628 WEBER AVE,"[[-1431472562, 726685202], [-1431472452, 726690450], [-1431469883, 726690397], [-1431469993, 726685149], [-1431472562, 726685202]]",3,1,1,0,,[],R1,009-572-970
QTAwMDBNMVJCVg==,194000,141000,53000,197100,54100,143000,1972,4630 WEBER AVE,"[[-1431475130, 726685256], [-1431475020, 726690504], [-1431472452, 726690450], [-1431472562, 726685202], [-1431475130, 726685256]]",3,1,0,1,,[],R1,009-572-651
QTAwMDBNMVJCVw==,191000,138000,53000,194100,54100,140000,1972,4632 WEBER AVE,"[[-1431477699, 726685310], [-1431477589, 726690558], [-1431475020, 726690504], [-1431475130, 726685256], [-1431477699, 726685310]]",3,1,1,0,,[],R1,009-572-996
QTAwMDBNMVJCWA==,195000,142000,53000,198100,54100,144000,1972,4634 WEBER AVE,"[[-1431480267, 726685364], [-1431480157, 726690611], [-1431477589, 726690558], [-1431477699, 726685310], [-1431480267, 726685364]]",2,1,0,1,,[],R1,009-572-678
QTAwMDBNMVJCWQ==,197800,144000,53800,200000,55000,145000,1972,4636 WEBER AVE,"[[-1431482835, 726685418], [-1431482725, 726690665], [-1431480157, 726690611], [-1431480267, 726685364], [-1431482835, 726685418]]",3,1,1,0,,[],R1,009-573-011
QTAwMDBNMVJCWg==,191800,138000,53800,194000,55000,139000,1972,4638 WEBER AVE,"[[-1431485454, 726685473], [-1431485344, 726690720], [-1431482725, 726690665], [-1431482835, 726685418], [-1431485454, 726685473]]",3,1,1,0,,[],R1,009-572-694
QTAwMDBNMVJDMA==,192800,139000,53800,194000,55000,139000,1972,4640 WEBER AVE,"[[-1431488072, 726685528], [-1431487962, 726690774], [-1431485344, 726690720], [-1431485454, 726685473], [-1431488072, 726685528]]",3,2,1,0,,"[{""date"": ""2014-09-12"", ""price"": 230000}]",R1,009-573-038
QTAwMDBNMVJDMQ==,190800,137000,53800,193000,55000,138000,1972,4642 WEBER AVE,"[[-1431490583, 726690829], [-1431487962, 726690774], [-1431488072, 726685528], [-1431490692, 726685582], [-1431490583, 726690829]]",3,1,0,0,,[],R1,009-573-275
QTAwMDBNMVJDMg==,435000,326000,109000,441000,111000,330000,1971,2202 PEAR ST,"[[-1431450537, 726621249], [-1431450555, 726620398], [-1431457470, 726620553], [-1431457358, 726625854], [-1431450444, 726625699], [-1431450467, 726624587], [-1431450483, 726623813], [-1431450537, 726621249]]",3,1,0,1,,[],R2,009-342-559
QTAwMDBNMVJDMw==,349000,238000,111000,353000,113000,240000,1980,2200 PEAR ST,"[[-1431450603, 726618100], [-1431450670, 726614939], [-1431457584, 726615096], [-1431457470, 726620553], [-1431450555, 726620398], [-1431450603, 726618100]]",,,0,0,2,[],R3,009-342-524
QTAwMDBNMVJDNA==,401000,290000,111000,405000,113000,292000,1975,2120 PEAR ST,"[[-1431450744, 726611402], [-1431450785, 726609485], [-1431457698, 726609638], [-1431457584, 726615096], [-1431450670, 726614939], [-1431450672, 726614846], [-1431450744, 726611402]]",,,0,0,2,[],R3,009-342-532
QTAwMDBNMVJDNQ==,407100,319000,88100,413000,90000,323000,1974,2116 PEAR ST,"[[-1431450810, 726608254], [-1431450867, 726605551], [-1431457781, 726605702], [-1431457698, 726609638], [-1431450785, 726609485], [-1431450810, 726608254]]",3,1,0,1,,[],R2,009-342-541
QTAwMDBNMVJDNg==,324100,236000,88100,320000,90000,230000,1975,2114 PEAR ST,"[[-1431450877, 726605105], [-1431450949, 726601661], [-1431457863, 726601766], [-1431457781, 726605702], [-1431450867, 726605551], [-1431450877, 726605105]]",6,3,0,1,,[],R2,009-458-166
QTAwMDBNMVJDNw==,104800,9500,95300,106400,97300,9100,1980,2110 PEAR ST,"[[-1431451033, 726597661], [-1431457964, 726596938], [-1431457959, 726597196], [-1431457953, 726597463], [-1431457863, 726601766], [-1431450949, 726601661], [-1431450999, 726599288], [-1431451028, 726597893], [-1431451033, 726597661]]",,,0,0,1,[],R2,009-342-222
QTAwMDBNMVJDOA==,546000,408000,138000,552000,141000,411000,1992,2102 PEAR ST,"[[-1431458183, 726586488], [-1431457970, 726596676], [-1431457964, 726596938], [-1431451033, 726597661], [-1431451047, 726597038], [-1431451191, 726590380], [-1431453133, 726589388], [-1431454982, 726588173], [-1431456382, 726587373], [-1431458183, 726586488]]",,,0,0,2,[],R3,017-240-280
QTAwMDBNMVJDOQ==,357800,263000,94800,367700,96700,271000,1974,2306 PEAR ST,"[[-1431450250, 726634918], [-1431450269, 726634021], [-1431457184, 726634174], [-1431457093, 726638506], [-1431450178, 726638354], [-1431450184, 726638067], [-1431450250, 726634918]]",4,4,0,1,,[],R2,010-703-896
QTAwMDBNMVJDQQ==,283000,182000,101000,291000,103000,188000,1970,2507 KALUM ST,"[[-1431438615, 726695278], [-1431438530, 726699398], [-1431425074, 726699106], [-1431425159, 726694989], [-1431438615, 726695278]]",4,2,0,1,,[],R2,009-451-102
QTAwMDBNMVJDQg==,295000,194000,101000,290000,103000,187000,1972,2505 KALUM ST,"[[-1431438699, 726691162], [-1431438615, 726695278], [-1431425159, 726694989], [-1431425244, 726690873], [-1431438699, 726691162]]",4,2,0,1,,[],R2,009-447-270
QTAwMDBNMVJDQw==,255400,183000,72400,250900,73900,177000,1974,2109 PEAR ST,"[[-1431461273, 726603926], [-1431461341, 726600671], [-1431467733, 726600798], [-1431467665, 726604053], [-1431461273, 726603926]]",4,2,1,0,,[],R2,011-607-238
QTAwMDBNMVJDRQ==,200800,147000,53800,203000,55000,148000,1973,4704 GRAHAM AVE,"[[-1431498213, 726659495], [-1431498101, 726664743], [-1431495485, 726664686], [-1431495601, 726659439], [-1431498213, 726659495]]",3,1,1,0,,[],R1,009-451-391
QTAwMDBNMVJDRg==,202900,150000,52900,206000,54000,152000,1973,4706 GRAHAM AVE,"[[-1431498103, 726664743], [-1431498211, 726659496], [-1431500778, 726659551], [-1431500669, 726664797], [-1431498103, 726664743]]",3,1,0,0,,[],R1,009-447-580
QTAwMDBNMVJDRw==,197900,145000,52900,201000,54000,147000,1973,4708 GRAHAM AVE,"[[-1431500669, 726664797], [-1431500778, 726659551], [-1431503344, 726659605], [-1431503235, 726664852], [-1431500669, 726664797]]",3,1,0,1,,[],R1,009-460-853
